content,score,tokens,tokens_no_stopwords,stemmed_tokens,sentiment_label
saya pernah beli tiket connecting tiket pertamanya delay yang membuat penerbangan tidak connect saya minta pembatalan tapi gagal dan tidak ada refund,1,"['saya', 'pernah', 'beli', 'tiket', 'connecting', 'tiket', 'pertamanya', 'delay', 'yang', 'membuat', 'penerbangan', 'tidak', 'connect', 'saya', 'minta', 'pembatalan', 'tapi', 'gagal', 'dan', 'tidak', 'ada', 'refund']","['beli', 'tiket', 'connecting', 'tiket', 'pertamanya', 'delay', 'penerbangan', 'connect', 'pembatalan', 'gagal', 'refund']","['beli', 'tiket', 'connecting', 'tiket', 'pertama', 'delay', 'terbang', 'connect', 'batal', 'gagal', 'refund']",0
memudhkan kita perjalan jauh,5,"['memudhkan', 'kita', 'perjalan', 'jauh']","['memudhkan', 'perjalan']","['memudhkan', 'jalan']",1
mantaplahh banyak diskon awokawok ,5,"['mantaplahh', 'banyak', 'diskon', 'awokawok']","['mantaplahh', 'diskon', 'awokawok']","['mantaplahh', 'diskon', 'awokawok']",1
booking hotel jadi lebih mudah dan dengan harga yang lebih terjangakau proses pembayarannya pun tidak rumit sangat cepat,5,"['booking', 'hotel', 'jadi', 'lebih', 'mudah', 'dan', 'dengan', 'harga', 'yang', 'lebih', 'terjangakau', 'proses', 'pembayarannya', 'pun', 'tidak', 'rumit', 'sangat', 'cepat']","['booking', 'hotel', 'mudah', 'harga', 'terjangakau', 'proses', 'pembayarannya', 'rumit', 'cepat']","['booking', 'hotel', 'mudah', 'harga', 'terjangakau', 'proses', 'bayar', 'rumit', 'cepat']",1
memudahkan untuk pencarian kamar,5,"['memudahkan', 'untuk', 'pencarian', 'kamar']","['memudahkan', 'pencarian', 'kamar']","['mudah', 'cari', 'kamar']",1
sangat membantu,5,"['sangat', 'membantu']",['membantu'],['bantu'],1
mantap  bermanfaat,5,"['mantap', 'bermanfaat']","['mantap', 'bermanfaat']","['mantap', 'manfaat']",1
saya selalu mengunakan aplikasi trip sangat bagus dan sangat mudahcostomer service juga sangat membantu jika ada masalah,5,"['saya', 'selalu', 'mengunakan', 'aplikasi', 'trip', 'sangat', 'bagus', 'dan', 'sangat', 'mudahcostomer', 'service', 'juga', 'sangat', 'membantu', 'jika', 'ada', 'masalah']","['mengunakan', 'aplikasi', 'trip', 'bagus', 'mudahcostomer', 'service', 'membantu']","['mengunakan', 'aplikasi', 'trip', 'bagus', 'mudahcostomer', 'service', 'bantu']",1
sangat terbantu untuk kita yg hobby traveling harga bersaing dengan tetangga,5,"['sangat', 'terbantu', 'untuk', 'kita', 'yg', 'hobby', 'traveling', 'harga', 'bersaing', 'dengan', 'tetangga']","['terbantu', 'yg', 'hobby', 'traveling', 'harga', 'bersaing', 'tetangga']","['bantu', 'yg', 'hobby', 'traveling', 'harga', 'saing', 'tetangga']",1
bener banget kayak dikomentarkomentar sebelumny aplikasih ini bkn yg mempermudah mempersulit pesen kamar pake aplikasih ini trs udh di tf malah gk dpt no refrensi smpe lh pembatalan refound terus di tlpn disuruh tunggu uang kembali  hari sampe sekarang uang saya belum kembali udah lebih dari  hari gimana ini tolong di cek ini ,1,"['bener', 'banget', 'kayak', 'dikomentarkomentar', 'sebelumny', 'aplikasih', 'ini', 'bkn', 'yg', 'mempermudah', 'mempersulit', 'pesen', 'kamar', 'pake', 'aplikasih', 'ini', 'trs', 'udh', 'di', 'tf', 'malah', 'gk', 'dpt', 'no', 'refrensi', 'smpe', 'lh', 'pembatalan', 'refound', 'terus', 'di', 'tlpn', 'disuruh', 'tunggu', 'uang', 'kembali', 'hari', 'sampe', 'sekarang', 'uang', 'saya', 'belum', 'kembali', 'udah', 'lebih', 'dari', 'hari', 'gimana', 'ini', 'tolong', 'di', 'cek', 'ini']","['bener', 'banget', 'kayak', 'dikomentarkomentar', 'sebelumny', 'aplikasih', 'bkn', 'yg', 'mempermudah', 'mempersulit', 'pesen', 'kamar', 'pake', 'aplikasih', 'trs', 'udh', 'tf', 'gk', 'dpt', 'no', 'refrensi', 'smpe', 'lh', 'pembatalan', 'refound', 'tlpn', 'disuruh', 'tunggu', 'uang', 'sampe', 'uang', 'udah', 'gimana', 'tolong', 'cek']","['bener', 'banget', 'kayak', 'dikomentarkomentar', 'sebelumny', 'aplikasih', 'bkn', 'yg', 'mudah', 'sulit', 'sen', 'kamar', 'pake', 'aplikasih', 'trs', 'udh', 'tf', 'gk', 'dpt', 'no', 'refrensi', 'smpe', 'lh', 'batal', 'refound', 'tlpn', 'suruh', 'tunggu', 'uang', 'sampe', 'uang', 'udah', 'gimana', 'tolong', 'cek']",0
sdh klik pembayaran malah ga bisa pembayaran refund pun susah tolong balikin uang saya dasar penipuan refund saya tidak segera di berikan,1,"['sdh', 'klik', 'pembayaran', 'malah', 'ga', 'bisa', 'pembayaran', 'refund', 'pun', 'susah', 'tolong', 'balikin', 'uang', 'saya', 'dasar', 'penipuan', 'refund', 'saya', 'tidak', 'segera', 'di', 'berikan']","['sdh', 'klik', 'pembayaran', 'ga', 'pembayaran', 'refund', 'susah', 'tolong', 'balikin', 'uang', 'dasar', 'penipuan', 'refund']","['sdh', 'klik', 'bayar', 'ga', 'bayar', 'refund', 'susah', 'tolong', 'balikin', 'uang', 'dasar', 'tipu', 'refund']",0
sangat membantu,5,"['sangat', 'membantu']",['membantu'],['bantu'],1
sangat membantu dalam mengcompare kan harga dengan semua aplikasi sejenis bahkan lebih murah,5,"['sangat', 'membantu', 'dalam', 'mengcompare', 'kan', 'harga', 'dengan', 'semua', 'aplikasi', 'sejenis', 'bahkan', 'lebih', 'murah']","['membantu', 'mengcompare', 'harga', 'aplikasi', 'sejenis', 'murah']","['bantu', 'mengcompare', 'harga', 'aplikasi', 'jenis', 'murah']",1
aplikasinya baik fiturnya mudah dimengerti cocok untuk pembisnis seperti kalian,5,"['aplikasinya', 'baik', 'fiturnya', 'mudah', 'dimengerti', 'cocok', 'untuk', 'pembisnis', 'seperti', 'kalian']","['aplikasinya', 'fiturnya', 'mudah', 'dimengerti', 'cocok', 'pembisnis']","['aplikasi', 'fiturnya', 'mudah', 'erti', 'cocok', 'bisnis']",1
pemesanan dengan kartu kredit kurang secure tidak diminta otp limit kartu kredit langsung terpotong dan tertagih untuk pengembalian dana juga tidak ada info bagaimana ini,1,"['pemesanan', 'dengan', 'kartu', 'kredit', 'kurang', 'secure', 'tidak', 'diminta', 'otp', 'limit', 'kartu', 'kredit', 'langsung', 'terpotong', 'dan', 'tertagih', 'untuk', 'pengembalian', 'dana', 'juga', 'tidak', 'ada', 'info', 'bagaimana', 'ini']","['pemesanan', 'kartu', 'kredit', 'secure', 'otp', 'limit', 'kartu', 'kredit', 'langsung', 'terpotong', 'tertagih', 'pengembalian', 'dana', 'info']","['mesan', 'kartu', 'kredit', 'secure', 'otp', 'limit', 'kartu', 'kredit', 'langsung', 'potong', 'tagih', 'kembali', 'dana', 'info']",0
aplikasi sampahmake sales di tele katanya mau dikasih bonusnyatanya cuma nyampah biar pada download aplikasi sampah kaya gini,1,"['aplikasi', 'sampahmake', 'sales', 'di', 'tele', 'katanya', 'mau', 'dikasih', 'bonusnyatanya', 'cuma', 'nyampah', 'biar', 'pada', 'download', 'aplikasi', 'sampah', 'kaya', 'gini']","['aplikasi', 'sampahmake', 'sales', 'tele', 'dikasih', 'bonusnyatanya', 'nyampah', 'biar', 'download', 'aplikasi', 'sampah', 'kaya', 'gini']","['aplikasi', 'sampahmake', 'sales', 'tele', 'kasih', 'bonusnyatanya', 'nyampah', 'biar', 'download', 'aplikasi', 'sampah', 'kaya', 'gin']",0
aplikasi tolol sy cari tiket kereta diindonesia malah munculnya luar negeri,1,"['aplikasi', 'tolol', 'sy', 'cari', 'tiket', 'kereta', 'diindonesia', 'malah', 'munculnya', 'luar', 'negeri']","['aplikasi', 'tolol', 'sy', 'cari', 'tiket', 'kereta', 'diindonesia', 'munculnya', 'negeri']","['aplikasi', 'tolol', 'sy', 'cari', 'tiket', 'kereta', 'indonesia', 'muncul', 'negeri']",0
tiket lambat di issued,1,"['tiket', 'lambat', 'di', 'issued']","['tiket', 'lambat', 'issued']","['tiket', 'lambat', 'issued']",0
kak kok di kolom pemesanan kereta gak ada stasiun pasar seningambir  adanya stasiun luar negri semua stasiun indonesia tidak ada,2,"['kak', 'kok', 'di', 'kolom', 'pemesanan', 'kereta', 'gak', 'ada', 'stasiun', 'pasar', 'seningambir', 'adanya', 'stasiun', 'luar', 'negri', 'semua', 'stasiun', 'indonesia', 'tidak', 'ada']","['kak', 'kolom', 'pemesanan', 'kereta', 'gak', 'stasiun', 'pasar', 'seningambir', 'stasiun', 'negri', 'stasiun', 'indonesia']","['kak', 'kolom', 'mesan', 'kereta', 'gak', 'stasiun', 'pasar', 'seningambir', 'stasiun', 'negri', 'stasiun', 'indonesia']",0
apk travel dengan harga bersaing pas dikantong pilihannya juga banyak panduannya pun mudah untuk dimengerti,5,"['apk', 'travel', 'dengan', 'harga', 'bersaing', 'pas', 'dikantong', 'pilihannya', 'juga', 'banyak', 'panduannya', 'pun', 'mudah', 'untuk', 'dimengerti']","['apk', 'travel', 'harga', 'bersaing', 'pas', 'dikantong', 'pilihannya', 'panduannya', 'mudah', 'dimengerti']","['apk', 'travel', 'harga', 'saing', 'pas', 'kantong', 'pilih', 'pandu', 'mudah', 'erti']",1
layanan bagus,5,"['layanan', 'bagus']","['layanan', 'bagus']","['layan', 'bagus']",1
udh susah undang ikuti event saldo koin malah ditarik lagi kalo emng begitu gausah ngadain event kecewa si,1,"['udh', 'susah', 'undang', 'ikuti', 'event', 'saldo', 'koin', 'malah', 'ditarik', 'lagi', 'kalo', 'emng', 'begitu', 'gausah', 'ngadain', 'event', 'kecewa', 'si']","['udh', 'susah', 'undang', 'ikuti', 'event', 'saldo', 'koin', 'ditarik', 'kalo', 'emng', 'gausah', 'ngadain', 'event', 'kecewa', 'si']","['udh', 'susah', 'undang', 'ikut', 'event', 'saldo', 'koin', 'tarik', 'kalo', 'emng', 'gausah', 'ngadain', 'event', 'kecewa', 'si']",0
aplikasinya bagus banyak penawaran hotel dan tiket yang murah dapat di percaya aplikasi nya dan juga banyak diskonnya,5,"['aplikasinya', 'bagus', 'banyak', 'penawaran', 'hotel', 'dan', 'tiket', 'yang', 'murah', 'dapat', 'di', 'percaya', 'aplikasi', 'nya', 'dan', 'juga', 'banyak', 'diskonnya']","['aplikasinya', 'bagus', 'penawaran', 'hotel', 'tiket', 'murah', 'percaya', 'aplikasi', 'nya', 'diskonnya']","['aplikasi', 'bagus', 'tawar', 'hotel', 'tiket', 'murah', 'percaya', 'aplikasi', 'nya', 'diskon']",1
aplikasi yang sangat membantu pesan tiket penerbangan dan cari penginapan dimana dan kapan pun jadi lebih mudah,5,"['aplikasi', 'yang', 'sangat', 'membantu', 'pesan', 'tiket', 'penerbangan', 'dan', 'cari', 'penginapan', 'dimana', 'dan', 'kapan', 'pun', 'jadi', 'lebih', 'mudah']","['aplikasi', 'membantu', 'pesan', 'tiket', 'penerbangan', 'cari', 'penginapan', 'dimana', 'mudah']","['aplikasi', 'bantu', 'pesan', 'tiket', 'terbang', 'cari', 'inap', 'mana', 'mudah']",1
untuk yg suka berpergian aplikasi ini sangat bagus untuk pembelian tiket pesawat ataupun kereta juga sangat mudah,5,"['untuk', 'yg', 'suka', 'berpergian', 'aplikasi', 'ini', 'sangat', 'bagus', 'untuk', 'pembelian', 'tiket', 'pesawat', 'ataupun', 'kereta', 'juga', 'sangat', 'mudah']","['yg', 'suka', 'berpergian', 'aplikasi', 'bagus', 'pembelian', 'tiket', 'pesawat', 'kereta', 'mudah']","['yg', 'suka', 'pergi', 'aplikasi', 'bagus', 'beli', 'tiket', 'pesawat', 'kereta', 'mudah']",1
parahhhh mau daftar aja susah akun gagal verifikasi udah ku uninstal lagi aku pesan di traveloka aja,1,"['parahhhh', 'mau', 'daftar', 'aja', 'susah', 'akun', 'gagal', 'verifikasi', 'udah', 'ku', 'uninstal', 'lagi', 'aku', 'pesan', 'di', 'traveloka', 'aja']","['parahhhh', 'daftar', 'aja', 'susah', 'akun', 'gagal', 'verifikasi', 'udah', 'ku', 'uninstal', 'pesan', 'traveloka', 'aja']","['parahhhh', 'daftar', 'aja', 'susah', 'akun', 'gagal', 'verifikasi', 'udah', 'ku', 'uninstal', 'pesan', 'traveloka', 'aja']",0
sangat mudah dan sangat praktis kita dapat memilih hotel sesuai dengan yang kita mau dengan harga yang terjangkau dan banyak pula promonya mantapp,5,"['sangat', 'mudah', 'dan', 'sangat', 'praktis', 'kita', 'dapat', 'memilih', 'hotel', 'sesuai', 'dengan', 'yang', 'kita', 'mau', 'dengan', 'harga', 'yang', 'terjangkau', 'dan', 'banyak', 'pula', 'promonya', 'mantapp']","['mudah', 'praktis', 'memilih', 'hotel', 'sesuai', 'harga', 'terjangkau', 'promonya', 'mantapp']","['mudah', 'praktis', 'pilih', 'hotel', 'sesuai', 'harga', 'jangkau', 'promonya', 'mantapp']",1
harga paket perjalanan nya murah bersainh dengan aplikasi sebelah cocok untuk yg mau traveling,5,"['harga', 'paket', 'perjalanan', 'nya', 'murah', 'bersainh', 'dengan', 'aplikasi', 'sebelah', 'cocok', 'untuk', 'yg', 'mau', 'traveling']","['harga', 'paket', 'perjalanan', 'nya', 'murah', 'bersainh', 'aplikasi', 'sebelah', 'cocok', 'yg', 'traveling']","['harga', 'paket', 'jalan', 'nya', 'murah', 'bersainh', 'aplikasi', 'belah', 'cocok', 'yg', 'traveling']",1
sangat mudah sekali tuk pesan tiket di aplikasi trip ini bgtu pembayaran selesailngsung selesai dan ga menunggu wktu lma god job,5,"['sangat', 'mudah', 'sekali', 'tuk', 'pesan', 'tiket', 'di', 'aplikasi', 'trip', 'ini', 'bgtu', 'pembayaran', 'selesailngsung', 'selesai', 'dan', 'ga', 'menunggu', 'wktu', 'lma', 'god', 'job']","['mudah', 'tuk', 'pesan', 'tiket', 'aplikasi', 'trip', 'bgtu', 'pembayaran', 'selesailngsung', 'selesai', 'ga', 'menunggu', 'wktu', 'lma', 'god', 'job']","['mudah', 'tuk', 'pesan', 'tiket', 'aplikasi', 'trip', 'bgtu', 'bayar', 'selesailngsung', 'selesai', 'ga', 'tunggu', 'wktu', 'lma', 'god', 'job']",1
aplikasinya mudah dipahami sangat membantu dan sangat efisien dalam melakukan pembelian ataupun pemesanan tiket,5,"['aplikasinya', 'mudah', 'dipahami', 'sangat', 'membantu', 'dan', 'sangat', 'efisien', 'dalam', 'melakukan', 'pembelian', 'ataupun', 'pemesanan', 'tiket']","['aplikasinya', 'mudah', 'dipahami', 'membantu', 'efisien', 'pembelian', 'pemesanan', 'tiket']","['aplikasi', 'mudah', 'paham', 'bantu', 'efisien', 'beli', 'mesan', 'tiket']",1
aplikasi ini sangat recomended banget buat kalian yg suka liburan sangat mudah sekali untuk memesan tiket pesawat hotel dsb,5,"['aplikasi', 'ini', 'sangat', 'recomended', 'banget', 'buat', 'kalian', 'yg', 'suka', 'liburan', 'sangat', 'mudah', 'sekali', 'untuk', 'memesan', 'tiket', 'pesawat', 'hotel', 'dsb']","['aplikasi', 'recomended', 'banget', 'yg', 'suka', 'liburan', 'mudah', 'memesan', 'tiket', 'pesawat', 'hotel', 'dsb']","['aplikasi', 'recomended', 'banget', 'yg', 'suka', 'libur', 'mudah', 'mes', 'tiket', 'pesawat', 'hotel', 'dsb']",1
takut mau beli tiket pesawat internasional yang di isi nama penumpang saja dan tanggal lahir tak ada pengisian number paspor kan penerbangan internasional aneh unistal saja,1,"['takut', 'mau', 'beli', 'tiket', 'pesawat', 'internasional', 'yang', 'di', 'isi', 'nama', 'penumpang', 'saja', 'dan', 'tanggal', 'lahir', 'tak', 'ada', 'pengisian', 'number', 'paspor', 'kan', 'penerbangan', 'internasional', 'aneh', 'unistal', 'saja']","['takut', 'beli', 'tiket', 'pesawat', 'internasional', 'isi', 'nama', 'penumpang', 'tanggal', 'lahir', 'pengisian', 'number', 'paspor', 'penerbangan', 'internasional', 'aneh', 'unistal']","['takut', 'beli', 'tiket', 'pesawat', 'internasional', 'isi', 'nama', 'tumpang', 'tanggal', 'lahir', 'isi', 'number', 'paspor', 'terbang', 'internasional', 'aneh', 'unistal']",0
sangat membantu dalam banyak situasi dan sangat cepat dalam memberikan respon terhadap konsumen terus berkembang ya ,5,"['sangat', 'membantu', 'dalam', 'banyak', 'situasi', 'dan', 'sangat', 'cepat', 'dalam', 'memberikan', 'respon', 'terhadap', 'konsumen', 'terus', 'berkembang', 'ya']","['membantu', 'situasi', 'cepat', 'respon', 'konsumen', 'berkembang', 'ya']","['bantu', 'situasi', 'cepat', 'respon', 'konsumen', 'kembang', 'ya']",1
mempermudah dalam pemesanan tiket dan kebetulan dapat tiket murah,5,"['mempermudah', 'dalam', 'pemesanan', 'tiket', 'dan', 'kebetulan', 'dapat', 'tiket', 'murah']","['mempermudah', 'pemesanan', 'tiket', 'tiket', 'murah']","['mudah', 'mesan', 'tiket', 'tiket', 'murah']",1
banyak promo serta mudah pemesananya sehingga perjalanan lebih menyenangkan ,5,"['banyak', 'promo', 'serta', 'mudah', 'pemesananya', 'sehingga', 'perjalanan', 'lebih', 'menyenangkan']","['promo', 'mudah', 'pemesananya', 'perjalanan', 'menyenangkan']","['promo', 'mudah', 'sana', 'jalan', 'senang']",1
over all aplikasinya bagus dapat memudahkan saya dalam mencari penginanpan pada saat berpergian,5,"['over', 'all', 'aplikasinya', 'bagus', 'dapat', 'memudahkan', 'saya', 'dalam', 'mencari', 'penginanpan', 'pada', 'saat', 'berpergian']","['over', 'all', 'aplikasinya', 'bagus', 'memudahkan', 'mencari', 'penginanpan', 'berpergian']","['over', 'all', 'aplikasi', 'bagus', 'mudah', 'cari', 'penginanpan', 'pergi']",1
aplikasi pemesanan tikethotel online dalam  luar negeri banyak pilihan fitur harga bersaing lebih komplit recomended ,5,"['aplikasi', 'pemesanan', 'tikethotel', 'online', 'dalam', 'luar', 'negeri', 'banyak', 'pilihan', 'fitur', 'harga', 'bersaing', 'lebih', 'komplit', 'recomended']","['aplikasi', 'pemesanan', 'tikethotel', 'online', 'negeri', 'pilihan', 'fitur', 'harga', 'bersaing', 'komplit', 'recomended']","['aplikasi', 'mesan', 'tikethotel', 'online', 'negeri', 'pilih', 'fitur', 'harga', 'saing', 'komplit', 'recomended']",1
naaah ini aplikasi yang simple sangat membantu untuk pembelian tiket disaat sedang sibuk cukup klik cari disini mantraaap ,5,"['naaah', 'ini', 'aplikasi', 'yang', 'simple', 'sangat', 'membantu', 'untuk', 'pembelian', 'tiket', 'disaat', 'sedang', 'sibuk', 'cukup', 'klik', 'cari', 'disini', 'mantraaap']","['naaah', 'aplikasi', 'simple', 'membantu', 'pembelian', 'tiket', 'disaat', 'sibuk', 'klik', 'cari', 'mantraaap']","['naaah', 'aplikasi', 'simple', 'bantu', 'beli', 'tiket', 'saat', 'sibuk', 'klik', 'cari', 'mantraaap']",1
kasih nomer briva mau bayar pakai aplikasi bank bri malah gak bisa tolong dong di upgrade aplikasinya biar user friendly ribet,1,"['kasih', 'nomer', 'briva', 'mau', 'bayar', 'pakai', 'aplikasi', 'bank', 'bri', 'malah', 'gak', 'bisa', 'tolong', 'dong', 'di', 'upgrade', 'aplikasinya', 'biar', 'user', 'friendly', 'ribet']","['kasih', 'nomer', 'briva', 'bayar', 'pakai', 'aplikasi', 'bank', 'bri', 'gak', 'tolong', 'upgrade', 'aplikasinya', 'biar', 'user', 'friendly', 'ribet']","['kasih', 'nomer', 'briva', 'bayar', 'pakai', 'aplikasi', 'bank', 'bri', 'gak', 'tolong', 'upgrade', 'aplikasi', 'biar', 'user', 'friendly', 'ribet']",0
aplikasi nya bagus simple dan mudah di gunakan kita dapat informasi jelas sebelum traveling good job aplikasinya,5,"['aplikasi', 'nya', 'bagus', 'simple', 'dan', 'mudah', 'di', 'gunakan', 'kita', 'dapat', 'informasi', 'jelas', 'sebelum', 'traveling', 'good', 'job', 'aplikasinya']","['aplikasi', 'nya', 'bagus', 'simple', 'mudah', 'informasi', 'traveling', 'good', 'job', 'aplikasinya']","['aplikasi', 'nya', 'bagus', 'simple', 'mudah', 'informasi', 'traveling', 'good', 'job', 'aplikasi']",1
sangat membantu untuk mencari hotel dan sebagainnya ada potongan pula semoga kedeapn bisa baik lagi amien,5,"['sangat', 'membantu', 'untuk', 'mencari', 'hotel', 'dan', 'sebagainnya', 'ada', 'potongan', 'pula', 'semoga', 'kedeapn', 'bisa', 'baik', 'lagi', 'amien']","['membantu', 'mencari', 'hotel', 'sebagainnya', 'potongan', 'semoga', 'kedeapn', 'amien']","['bantu', 'cari', 'hotel', 'sebagainnya', 'potong', 'moga', 'kedeapn', 'amien']",1
aplikasi mempermudah cari penginapanharga bersaingtampilan simpel keren dehh,5,"['aplikasi', 'mempermudah', 'cari', 'penginapanharga', 'bersaingtampilan', 'simpel', 'keren', 'dehh']","['aplikasi', 'mempermudah', 'cari', 'penginapanharga', 'bersaingtampilan', 'simpel', 'keren', 'dehh']","['aplikasi', 'mudah', 'cari', 'penginapanharga', 'bersaingtampilan', 'simpel', 'keren', 'dehh']",1
aplikasi sampah booking sudah dapat nomor pesanan batas waktu menit sebelum waktunya dicancel sepihak,1,"['aplikasi', 'sampah', 'booking', 'sudah', 'dapat', 'nomor', 'pesanan', 'batas', 'waktu', 'menit', 'sebelum', 'waktunya', 'dicancel', 'sepihak']","['aplikasi', 'sampah', 'booking', 'nomor', 'pesanan', 'batas', 'menit', 'dicancel']","['aplikasi', 'sampah', 'booking', 'nomor', 'pesan', 'batas', 'menit', 'dicancel']",0
barusan install  kali bayar tidak bisabisa selalu disebutkan nomor rekeningnya salah dicoba ganti bank sama saja,1,"['barusan', 'install', 'kali', 'bayar', 'tidak', 'bisabisa', 'selalu', 'disebutkan', 'nomor', 'rekeningnya', 'salah', 'dicoba', 'ganti', 'bank', 'sama', 'saja']","['barusan', 'install', 'kali', 'bayar', 'bisabisa', 'nomor', 'rekeningnya', 'salah', 'dicoba', 'ganti', 'bank']","['barusan', 'install', 'kali', 'bayar', 'bisabisa', 'nomor', 'rekening', 'salah', 'coba', 'ganti', 'bank']",0
ini aplikasi tipu sudah pesan hotel sudah dibayar sesampainya dihotel yg dimaksud ternyata penuh minta uang balikin ribet bgt waktu sampe  hari aplikasi tipu ini,1,"['ini', 'aplikasi', 'tipu', 'sudah', 'pesan', 'hotel', 'sudah', 'dibayar', 'sesampainya', 'dihotel', 'yg', 'dimaksud', 'ternyata', 'penuh', 'minta', 'uang', 'balikin', 'ribet', 'bgt', 'waktu', 'sampe', 'hari', 'aplikasi', 'tipu', 'ini']","['aplikasi', 'tipu', 'pesan', 'hotel', 'dibayar', 'sesampainya', 'dihotel', 'yg', 'penuh', 'uang', 'balikin', 'ribet', 'bgt', 'sampe', 'aplikasi', 'tipu']","['aplikasi', 'tipu', 'pesan', 'hotel', 'bayar', 'sampa', 'hotel', 'yg', 'penuh', 'uang', 'balikin', 'ribet', 'bgt', 'sampe', 'aplikasi', 'tipu']",0
saya sdh pesan tiket pesawat medan pontianak dg hrg plg hemat dinfokan isued tiket paling lama dlm  jam tp alhamdulillah dlm  jam ke depan tiket sdh keluar terima kasih smg bisa lbh baik ke depan nya utk dpt kepercayaan konsumen,4,"['saya', 'sdh', 'pesan', 'tiket', 'pesawat', 'medan', 'pontianak', 'dg', 'hrg', 'plg', 'hemat', 'dinfokan', 'isued', 'tiket', 'paling', 'lama', 'dlm', 'jam', 'tp', 'alhamdulillah', 'dlm', 'jam', 'ke', 'depan', 'tiket', 'sdh', 'keluar', 'terima', 'kasih', 'smg', 'bisa', 'lbh', 'baik', 'ke', 'depan', 'nya', 'utk', 'dpt', 'kepercayaan', 'konsumen']","['sdh', 'pesan', 'tiket', 'pesawat', 'medan', 'pontianak', 'dg', 'hrg', 'plg', 'hemat', 'dinfokan', 'isued', 'tiket', 'dlm', 'jam', 'tp', 'alhamdulillah', 'dlm', 'jam', 'tiket', 'sdh', 'terima', 'kasih', 'smg', 'lbh', 'nya', 'utk', 'dpt', 'kepercayaan', 'konsumen']","['sdh', 'pesan', 'tiket', 'pesawat', 'medan', 'pontianak', 'dg', 'hrg', 'plg', 'hemat', 'dinfokan', 'isued', 'tiket', 'dlm', 'jam', 'tp', 'alhamdulillah', 'dlm', 'jam', 'tiket', 'sdh', 'terima', 'kasih', 'smg', 'lbh', 'nya', 'utk', 'dpt', 'percaya', 'konsumen']",1
tiket murah menjebak kok bisa bisanya dapat tiket murah tapi transit menunggu penerbangan hari berikutnya saya kaget setelah melakukan pembayaran melihat detail penerbangan jadi shok dan nyesal,2,"['tiket', 'murah', 'menjebak', 'kok', 'bisa', 'bisanya', 'dapat', 'tiket', 'murah', 'tapi', 'transit', 'menunggu', 'penerbangan', 'hari', 'berikutnya', 'saya', 'kaget', 'setelah', 'melakukan', 'pembayaran', 'melihat', 'detail', 'penerbangan', 'jadi', 'shok', 'dan', 'nyesal']","['tiket', 'murah', 'menjebak', 'bisanya', 'tiket', 'murah', 'transit', 'menunggu', 'penerbangan', 'kaget', 'pembayaran', 'detail', 'penerbangan', 'shok', 'nyesal']","['tiket', 'murah', 'jebak', 'bisa', 'tiket', 'murah', 'transit', 'tunggu', 'terbang', 'kaget', 'bayar', 'detail', 'terbang', 'shok', 'nyesal']",0
kerenmemudahkan sy dlm mencari hotel yg sy inginkanroomrate y juga lbh murah dr yg sebelahhrg tiket pesawatnya juga oke lah,5,"['kerenmemudahkan', 'sy', 'dlm', 'mencari', 'hotel', 'yg', 'sy', 'inginkanroomrate', 'y', 'juga', 'lbh', 'murah', 'dr', 'yg', 'sebelahhrg', 'tiket', 'pesawatnya', 'juga', 'oke', 'lah']","['kerenmemudahkan', 'sy', 'dlm', 'mencari', 'hotel', 'yg', 'sy', 'inginkanroomrate', 'y', 'lbh', 'murah', 'dr', 'yg', 'sebelahhrg', 'tiket', 'pesawatnya', 'oke']","['kerenmemudahkan', 'sy', 'dlm', 'cari', 'hotel', 'yg', 'sy', 'inginkanroomrate', 'y', 'lbh', 'murah', 'dr', 'yg', 'sebelahhrg', 'tiket', 'pesawat', 'oke']",1
sangat mmbantu saya untuk mencari tiket hotel dan pesawat dikala liburan dengan harga sangat terjangkau di aplikasi ini good jon,5,"['sangat', 'mmbantu', 'saya', 'untuk', 'mencari', 'tiket', 'hotel', 'dan', 'pesawat', 'dikala', 'liburan', 'dengan', 'harga', 'sangat', 'terjangkau', 'di', 'aplikasi', 'ini', 'good', 'jon']","['mmbantu', 'mencari', 'tiket', 'hotel', 'pesawat', 'dikala', 'liburan', 'harga', 'terjangkau', 'aplikasi', 'good', 'jon']","['mmbantu', 'cari', 'tiket', 'hotel', 'pesawat', 'kala', 'libur', 'harga', 'jangkau', 'aplikasi', 'good', 'jon']",1
saya sudah lelah mencari teman untuk install aplikask trip eh trip point saya malah menjadi  jangan gunakan aplikasi penipu ini ,1,"['saya', 'sudah', 'lelah', 'mencari', 'teman', 'untuk', 'install', 'aplikask', 'trip', 'eh', 'trip', 'point', 'saya', 'malah', 'menjadi', 'jangan', 'gunakan', 'aplikasi', 'penipu', 'ini']","['lelah', 'mencari', 'teman', 'install', 'aplikask', 'trip', 'eh', 'trip', 'point', 'aplikasi', 'penipu']","['lelah', 'cari', 'teman', 'install', 'aplikask', 'trip', 'eh', 'trip', 'point', 'aplikasi', 'tipu']",0
